"categoria","texto","iteracao","seed_sorteio"
"PortariaConceder","PORTARIA Nº 521-S, DE 07 DE MAIO DE 2025  
O SECRETÁRIO DE ESTADO DA SAÚDE , no uso da atribuição que lhe confere o Art. 98, Inciso II da Constituição Estadual e Art.37, Inciso IX da Constituição Federal e o que consta da Lei Complementar n.º 233 de 10/04/2002 alterada pela Lei Complementar nº 555 de 30/06/2010, Art. 6º, resolve:  
CONCEDER a PAULO RIBEIRO DA SILVA , NF. 5109876, Assistente Administrativo - Ref. QCE-04, localizado (a) no (a) Gerência de Logística e Apoio Operacional da Secretaria de Saúde, a Gratificação de Atividades Especiais no percentual de 30% (trinta por cento) do seu vencimento básico, a contar de 06/05/2025.  
RAFAEL RODRIGO PACHECO SALAROLI  
SECRETÁRIO DE ESTADO DA SAÚDE","28","31"
"PortariaConceder","PORTARIA N.º 412-S, DE 28 DE MARÇO DE 2025.

O SECRETÁRIO DE ESTADO DA SAÚDE , no uso da delegação de competência atribuída pelo inciso I do art. 3º da Lei Complementar n.º 794, publicada em 12 de junho de 2018 e, tendo em vista o que consta do processo nº 2025-5LXZC,

RESOLVE:

CONCEDER a MARIA APARECIDA SOUZA REIS , NF. 3947621, Técnica de Enfermagem, localizada no Núcleo Regional de Saúde – NRS, vinculada à Secretaria de Estado da Saúde - SES, a Gratificação Especial no percentual de 30% (trinta por cento) do seu vencimento básico, a contar de 29/03/2025, fundamentado na Lei Complementar nº 847 de 16 de dezembro de 2019 e o Art. 3º da Resolução SE n.º 123 de 2024.

CARLOS ALBERTO LIMA VIANA
SECRETÁRIO DE ESTADO DA SAÚDE","29","32"
"PortariaConceder","PORTARIA Nº 653-S, DE 17 DE MAIO DE 2025  
O SECRETÁRIO DE ESTADO DA SAÚDE, no uso das atribuições que lhe são conferidas pelo Artigo 84, Inciso III da Constituição Estadual e Art. 9º do Decreto-Lei n.º 138 de 07/02/1960, e considerando o disposto no Processo nº 2025-ABC5497X, resolve:  
CONCEDER ao servidor público PAULO CESAR DOS SANTOS MARTINS, NF. 178359, ocupante do cargo de Analista de Saúde I - ASI, localizado na Diretoria Regional de Saúde - DRS-VII, vinculado à Secretaria de Estado da Saúde - SES, a Gratificação por Atividades Especiais no percentual de 25% (vinte e cinco por cento) do seu vencimento básico, conforme estabelecido pela Lei Complementar nº 103/2012, a contar de 18/06/2025. 

MARIA APARECIDA LIMA  
SECRETÁRIA DE ESTADO DA SAÚDE","30","33"
"PortariaConceder","PORTARIA Nº 154-S, DE 23 DE MARÇO DE 2025.

O SECRETÁRIO DE ESTADO DA SAÚDE , no uso da atribuição que lhe confere o Artigo 98, Inciso II da Constituição Estadual e Artigo 37, Inciso IX da Constituição Federal, e tendo em vista o que consta do processo e-Docs nº 2025-015K4, resolve:

CONCEDER AFASTAMENTO ao servidor CARLOS ALBERTO FERNANDES, n.º funcional 903876, vínculo 4, ocupante do cargo de Médico Especialista - Saúde Mental na Diretoria Regional de Saúde III - DRS III, fundamentado no Artigo 57, inciso II da Lei Complementar nº 46, de 31 de janeiro de 1994 e Artigo 51, inciso III do Decreto n.º 5593-R/2024 para atuar na Coordenação Nacional de Saúde Mental do Ministério da Saúde, a partir do dia útil imediatamente subsequente ao da publicação por um período de 18 (dezoito) meses.

R$ MARIA APARECIDA DOS SANTOS
Secretária de Estado de Saúde","31","34"
"PortariaConceder","PORTARIA Nº 357-S, DE 24 DE MAIO DE 2025.

O SECRETÁRIO DE ESTADO DA EDUCAÇÃO, no uso da atribuição que lhe confere o Art. 108, Inciso III, da Constituição Estadual e Art.37, Inciso X, da Constituição Federal, e tendo em vista o que consta do processo nº 2025-74LXY, RESOLVE:

CONCEDER a JOANA MARIA DA SILVA , NF. 8956741, Assistente Administrativo Escolar - Ref. QCE-03, localizado (a) na Gerência de Educação Infantil e Fundamental I - GEFI, a Gratificação de Risco de Vida no percentual de 25% (vinte e cinco por cento) do seu vencimento básico, a contar de 24/06/2025.

HENRIQUE PEREIRA LIMA

SECRETÁRIO DE ESTADO DA EDUCAÇÃO","32","35"
"PortariaConceder","PORTARIA N.º 207-S, DE 28 DE MAIO DE 2025.

O SECRETÁRIO DE ESTADO DE GESTÃO E RECURSOS HUMANOS , no uso da delegação de competência atribuída pelo inciso I do art. 1º, do Decreto nº 5634-R, publicado em 27 de outubro de 2024 e, tendo em vista o que consta do processo nº 2025-FTZSR, RESOLVE:

CONCEDER abono de permanência ao servidor EDUARDO VIANA FERRARI , número funcional 1847396/51, vinculado à Secretaria de Estado da Saúde - SES, ocupante do cargo de Técnico em Enfermagem desde 20/06/2023, nos termos do Artigo 1º e parágrafo único da Lei Complementar nº 789/2014. Este abono entrará em vigor no dia 01 de junho de 2025.

MARCELO CALMON DIAS
Secretário de Estado de Gestão e Recursos Humanos","33","36"
"PortariaConceder","PORTARIA Nº 358-S, DE 17 DE MARÇO DE 2025

O SECRETÁRIO DE ESTADO DA EDUCAÇÃO , no uso da atribuição que lhe confere o Art. 98, Inciso II da Constituição Estadual e Art.37, Inciso IX da Constituição Federal e o que consta da Lei Complementar n.º 233 de 10/04/2002 alterada pela Lei Complementar nº 555 de 30/06/2010, Art. 6º, resolve:

CONCEDER a CARLOS ALBERTO SANTOS MOREIRA , NF. 3175809, Diretor Escolar do Ensino Fundamental II - Ref. QCE-04, localizado (a) na Escola Estadual de Educação Básica Professora Maria Rosa Leal, no Município de Vitória, a Gratificação de Risco de Vida no percentual de 40% (quarenta por cento) do seu vencimento básico, a contar de 17/03/2025.

ANTÔNIO CARLOS PEREIRA DOS SANTOS
SECRETÁRIO DE ESTADO DA EDUCAÇÃO","34","37"
"PortariaConceder","PORTARIA Nº 125-S, DE 10 DE MAIO DE 2025

O SECRETÁRIO DE ESTADO DA EDUCAÇÃO , no uso das atribuições que lhe confere o Artigo 87, Inciso III da Constituição Estadual e o Decreto-Lei nº 34/2018, resolve:

CONCEDER a LUCAS ALMEIDA SILVA , NF. 567890, Técnico em Informática - Ref. QCE-12, localizado (a) no (a) Centro de Ensino Fundamental Professora Maria Clara - CEPMC, o auxílio por afastamento para capacitação profissional pelo período de 03 meses, com início em 15/06/2025. Esta concessão visa atender ao interesse público e promover a atualização técnica do servidor conforme previsto no Artigo 9º da Lei Estadual nº 876/2015.

JOSÉ FERNANDES COSTA
SECRETÁRIO DE ESTADO DA EDUCAÇÃO","35","38"
"PortariaConceder","PORTARIA Nº 578-S DE 15 DE MAIO DE 2025.

O SECRETÁRIO DE ESTADO DA SAÚDE, no uso das atribuições legais que lhe confere o artigo 46, alínea ""o"", da Lei 3043 de 31 de dezembro de 1975 e, tendo em vista o que consta do processo nº 2025-XYZ88; RESOLVE:

Art. 1º CONCEDER Gratificação por Atividade Especial aos servidores abaixo relacionados, nos termos da Lei Complementar nº 634/2017 e suas alterações:

Nº FUNCIONAL NOME CARGO A PARTIR DE PERCENTUAL
1. 389512/4 ANA LÚCIA MACHADO VIANA ENFERMEIRO 12/03/2025 15%
2. 278634/7 CARLOS EDUARDO ALVES DE SOUSA TÉCNICO ADMINISTRATIVO 29/02/2025 10%
3. 321879/3 CLÁUDIA DA SILVA MOREIRA AUXILIAR DE SERVIÇOS GERAIS 14/04/2025 5%
4. 260098/1 DENILSON FERNANDES DOS SANTOS MÉDICO 17/03/2025 20%
5. 274287/1 ELISABETH DA SILVA RIBEIRO ENFERMEIRO 20/03/2025 10%

Art. 2º Esta portaria entra em vigor na data de sua publicação, com efeitos retroativos na forma mencionada no artigo 1º desta Portaria.

LUIZ CESAR MACIEL CORREA
SECRETÁRIO DE ESTADO DA SAÚDE","36","39"
"PortariaConceder","PORTARIA Nº 428-S, DE 25 DE MARÇO DE 2025

O SECRETÁRIO DE ESTADO DA EDUCAÇÃO, no uso da atribuição que lhe confere o Art. 98, Inciso II da Constituição Estadual e Art.37, Inciso IX da Constituição Federal e o que consta da Lei Complementar n.º 233 de 10/04/2002 alterada pela Lei Complementar nº 555 de 30/06/2010, Art. 6º, resolve:

CONCEDER a ANA CLÁUDIA SANTOS OLIVEIRA , NF. 5089765, Assistente Administrativo - Ref. QCE-08, localizado (a) no (a) Diretoria de Apoio Escolar e Comunitário - DAEAC, a Gratificação de Atividade Insalubre no percentual de 30% (trinta por cento) do seu vencimento básico, a contar de 24/03/2025.

WILSON FERREIRA DE SOUZA
SECRETÁRIO DE ESTADO DA EDUCAÇÃO","37","40"
"PortariaConceder","PORTARIA Nº 1234-S DE 28 DE MAIO DE 2025.

O SECRETÁRIO DE ESTADO DE SAÚDE DO ESPÍRITO SANTO, no uso das atribuições legais que lhe confere o artigo 78, alínea ""b"", da Lei Complementar nº 46 de 31 de janeiro de 1994 e c/c com o Decreto nº 5029-R de 12 de outubro de 2024, tendo em vista o que consta do processo nº 2025-3C87N; RESOLVE:

Art. 1º CONCEDER Adicional de Atividade Insalubre aos servidores abaixo relacionados, nos termos da Lei Complementar nº 46/94 e suas alterações:
Nº FUNCIONAL NOME A PARTIR DE PERCENTUAL
1. 3287500/5 MARIA APARECIDA DOS SANTOS SOUZA 07/04/2025 4%
2. 3657941/1 JOÃO CARLOS DA SILVA LIMA 15/03/2025 4%
3. 3875213/1 ANA CLAUDIA RODRIGUES PEREIRA 22/05/2025 4%

Art. 2º Esta Portaria entra em vigor na data de sua publicação, com efeitos retroativos na forma mencionada no artigo 1º desta portaria.

MARCELO CALMON DIAS

Secretário de Estado de Saúde","38","41"
"ConvenioCessao","RESUMO DO CONVÊNIO DE CESSÃO Nº 051/2026 PROCESSO Nº 2026-XYZ89 CEDENTE: Secretaria de Estado de Gestão e Recursos Humanos - SEGER. CESSIONÁRIO: Prefeitura Municipal de Vila Velha/ES . UNIDADE DE RECURSOS HUMANOS: Secretaria de Estado da Educação - SEDU. OBJETO : O objeto do presente Convênio é a cessão do servidor WANDERSON SILVA DA COSTA, titular do cargo efetivo de PROFESSOR A, número funcional 614278, vínculo 03, para atuar junto ao CESSIONÁRIO , no exercício da função gratificada de DIRETOR ESCOLAR na EMEF Carlos Drummond de Andrade, com a supervisão do cumprimento das regras do convênio pela UNIDADE DE RECURSOS HUMANOS. MODALIDADE DE CESSÃO : Mediante Ressarcimento. VIGÊNCIA: A partir da publicação do resumo do ato de cessão no Diário Oficial do Estado e como termo final a data 31 de dezembro de 2029. ASSINANTES: Pela Secretaria de Estado de Gestão e Recursos Humanos - SEGER/ Marcelo Calmon Dias - Prefeitura Municipal de Vila Velha/ES/ Ana Paula Souza Ferreira - Unidade de Recursos Humanos - SEDU/ João Carlos Ribeiro e Servidor cedido/Wanderson Silva da Costa","1","42"
"ConvenioCessao","RESUMO DO CONVÊNIO DE CESSÃO Nº 015/2026  
CEDENTE: Prefeitura Municipal de Domingos Martins/ES CNPJ/MF nº 27.148.930/0001-90  
CESSIONÁRIO: Governo do Estado do Espírito Santo, por intermédio da Secretaria de Estado da Educação - SEDU. CNPJ/MF nº. 27.080.563/0001-93  
OBJETO : Cessão do servidor integrante do quadro do CEDENTE, CARLOS EDUARDO MACHADO , ocupante do cargo de Professor II, matrícula nº 045672, para atuar na função gratificada de Coordenador Pedagógico na Diretoria Regional de Educação - DRE de São Mateus da Secretaria de Estado da Educação - SEDU, com carga horária de 30 horas semanais e ônus para o CESSIONÁRIO. VIGÊNCIA: O termo terá vigência a partir da data da publicação até 31/12/2027. PROCESSO Nº: 2026-87XDP","2","43"
"ConvenioCessao","RESUMO DO TERMO ADITIVO AO CONVÊNIO DE CESSÃO Nº 035/2024 PROCESSO Nº 2024-FJ7HK CEDENTE: Secretaria de Estado de Educação - SEDU CESSIONÁRIO: Prefeitura Municipal de Vila Velha/ES UNIDADE DE RECURSOS HUMANOS: Secretaria de Estado da Saúde - SES OBJETO : Prorrogação do Convênio de Cessão nº 035/2024, referente à cessão do servidor MÁRIO RODRIGUES BARBOSA , titular do cargo efetivo de PROFESSOR A , nº funcional 189674, vínculo com a SEDU. O servidor cedido irá atuar junto ao CESSIONÁRIO no exercício da função gratificada de COORDENADOR PEDAGÓGICO DA ESCOLA COMUNITÁRIA , sob supervisão da UNIDADE DE RECURSOS HUMANOS, que garantirá o cumprimento das regras estabelecidas. VIGÊNCIA: A partir do dia 15 de janeiro de 2024 até 31 de dezembro de 2024 ASSINANTES: Pela Secretaria de Estado de Educação - SEDU/ Ana Lúcia Moreira Costa - Prefeitura Municipal de Vila Velha/ES /Carlos Alberto Ribeiro da Silva - Unidade de Recursos Humanos - SES/José Carlos Pereira e servidor cedido/Mário Rodrigues Barbosa","3","44"
"ConvenioCessao","RESUMO DO TERMO ADITIVO AO CONVÊNIO DE CESSÃO Nº 053/2026 PROCESSO Nº 2023-1PQ4Y CEDENTE: Secretaria de Estado de Gestão e Recursos Humanos - SEGER. CESSIONÁRIO: Prefeitura Municipal de Nova Venécia/ES. UNIDADE DE RECURSOS HUMANOS: Secretaria de Estado da Educação - SEDU. OBJETO : Prorrogação do Convênio de Cessão nº 053/2026 da servidora MARIA LÚCIA ALVES PINTO , nº funcional 487129/36, até 31 de maio de 2027. ASSINANTES: Pela Secretaria de Estado de Gestão e Recursos Humanos - SEGER / Marcelo Calmon Dias - Prefeitura Municipal de Nova Venécia/ES / João Batista da Silva - Unidade de Recursos Humanos - SEDU / Ana Rosa Pereira Costa e Servidora cedida/ Maria Lúcia Alves Pinto.","4","45"
"ConvenioCessao","RESUMO DO TERMO DE CONVENIO DE CESSÃO DE SERVIDOR Nº 021/2025  
CEDENTE: Prefeitura Municipal de Linhares/ES. CNPJ/MF nº 27.165.347/0001-22.  
CESSIONÁRIO: Governo do Estado do Espírito Santo, por intermédio da Secretaria de Estado da Educação - SEDU. CNPJ/MF nº 27.080.563/0001-93.  
OBJETO: Cessão do servidor integrante do quadro do CEDENTE, Ana Paula Lima Costa , matrícula nº 014789-12, para exercer as suas funções na Secretaria de Estado da Educação - SEDU.  
VIGÊNCIA: O termo terá vigência a partir 01/03/2025 até 29/02/2028. Processo nº 2022-74RLC 61215/2024 - P.M. de Linhares/ES","5","46"
"ConvenioCessao","RESUMO DO CONVÊNIO DE CESSÃO Nº 042/2025 PROCESSO Nº 2025-DS69T CEDENTE: Secretaria de Estado de Gestão e Recursos Humanos - SEGER. CESSIONÁRIO: Prefeitura Municipal de Santa Maria de Jetibá/ES. UNIDADE DE RECURSOS HUMANOS: Secretaria de Estado de Educação - SEDU. OBJETO : O objeto do presente Convênio é a cessão do servidor JOSÉ CARLOS PEREIRA DA SILVA , titular do cargo efetivo de PROFESSOR C , número funcional 456789, vínculo 13, para atuar junto ao CESSIONÁRIO , no exercício da função gratificada de COORDENADOR DE ENSINO NA REDE MUNICIPAL - DCAS IV na Secretaria Municipal de Educação. MODALIDADE DE CESSÃO : Mediante Ressarcimento. VIGÊNCIA: A partir de 01 de maio de 2025 e como termo final a data de 31 de dezembro de 2027. ASSINANTES: Pela Secretaria de Estado de Gestão e Recursos Humanos - SEGER/Marcelo Calmon Dias - Prefeitura Municipal de Santa Maria de Jetibá/ES/Jorge Silva Andrade e Unidade de Recursos Humanos - SEDU/Maria Alves da Silva e servidor cedido/José Carlos Pereira da Silva.","6","47"
"ConvenioCessao","RESUMO DO CONVÊNIO DE CESSÃO Nº 123/2024 PROCESSO Nº 2023-6B5HM CEDENTE: Secretaria de Estado de Saúde - SES. CESSIONÁRIO: Prefeitura Municipal de Linhares/ES. UNIDADE DE RECURSOS HUMANOS: Secretaria de Estado da Educação - SEDU. OBJETO : Cessão do servidor JOÃO CARLOS SOUZA , nº funcional 2345678, vínculo 50, ocupante do cargo de PROFESSOR A para atuar junto ao CESSIONÁRIO, no exercício do CARGO EM COMISSÃO DE COORDENADOR PEDIATRICO , com a supervisão do cumprimento das regras do convênio pela UNIDADE DE RECURSOS HUMANOS/SEDU. MODALIDADE DE CESSÃO : Mediante Ressarcimento. VIGÊNCIA: A partir 01 de abril de 2024 e como termo final a data 31 de março de 2025. ASSINANTES: Pela Secretaria de Estado de Saúde - SES/Ana Silva Ferreira - Prefeitura Municipal de Linhares/ES/Carlos Alves Ribeiro - Unidade de Recursos Humanos - SEDU/Maria Alves da Silva e servidor cedido/João Carlos Souza","7","48"
"ConvenioCessao","RESUMO DO CONVÊNIO DE CESSÃO Nº 067/2025 PROCESSO Nº 2025-9XK1P CEDENTE: Secretaria de Estado de Saúde - SES. CESSIONÁRIO: Prefeitura Municipal de Domingos Martins/ES. UNIDADE DE RECURSOS HUMANOS: Secretaria de Estado da Educação - SEDU. OBJETO : O objeto do presente Convênio é a cessão do servidor JÚLIA MOURA FERREIRA , titular do cargo efetivo de FISIOTERAPEUTA , NÚMERO FUNCIONAL 684502, VÍNCULO 73 , para atuar junto ao CESSIONÁRIO, no exercício do CARGO COMISSIONADO de COORDENADORA DE SERVIÇOS SAUDAVEIS MUNICIPAIS com a supervisão do cumprimento das regras do convênio pela UNIDADE DE RECURSOS HUMANOS. MODALIDADE DE CESSÃO : Gratuita, sob regime de dedicação exclusiva ao cargo em comissão cedido. VIGÊNCIA: A partir da publicação do resumo do ato de cessão no Diário Oficial do Estado e como termo final a data 31 de dezembro de 2027. ASSINANTES: Pela Secretaria de Estado de Saúde - SES/Luciano Ferreira Costa - Prefeitura Municipal de Domingos Martins/ES/Renato Alves Moreira - Unidade de Recursos Humanos - SEDU/Jane Souza da Silva e servidor cedido/Júlia Moura Ferreira","8","49"
"ConvenioCessao","RESUMO DO CONVÊNIO DE CESSÃO Nº 047/2025 PROCESSO Nº 2025-L63PQ CEDENTE: Secretaria de Estado de Gestão e Recursos Humanos - SEGER. CESSIONÁRIO: Prefeitura Municipal de Vila Pavão/ES. UNIDADE DE RECURSOS HUMANOS: Secretaria de Estado da Educação - SEDU. OBJETO : O objeto do presente Convênio é a cessão do servidor EDSON RIBEIRO DA SILVA , titular do cargo efetivo de PROFESSOR A , número funcional 2709612, vínculo 8, para atuar junto ao CESSIONÁRIO , no exercício da função gratificada de Coordenador Pedagógico na Secretaria Municipal de Educação deste município, com a supervisão do cumprimento das regras do convênio pela UNIDADE DE RECURSOS HUMANOS. MODALIDADE DE CESSÃO : Mediante Ressarcimento. VIGÊNCIA: A partir da publicação do resumo do ato de cessão do servidor no Diário Oficial do Estado e como termo final a data 31 de dezembro de 2027. ASSINANTES: Pela Secretaria de Estado de Gestão e Recursos Humanos - SEGER/Marcelo Calmon Dias - Prefeitura Municipal de Vila Pavão/ES/Lúcia Maria Costa Araújo - Unidade de Recursos Humanos - SEDU/Maria Alves da Silva e servidor cedido Edson Ribeiro da Silva","9","50"
"ConvenioCessao","RESUMO DO CONVÊNIO DE CESSÃO Nº 047/2026 PROCESSO Nº 2026-9KXW3  
CEDENTE: Secretaria de Estado de Educação - SEDU.  
CESSIONÁRIO: Prefeitura Municipal de Domingos Martins/ES.  
UNIDADE DE RECURSOS HUMANOS: Secretaria de Estado da Saúde - SES.  
OBJETO : O objeto do presente Convênio é a cessão do servidor JOSÉ ALVES DA SILVA , titular do cargo efetivo de PROFESSOR A , número funcional 456789/20, para atuar junto ao CESSIONÁRIO, no exercício do CARGO COMISSIONADO DE DIRETOR ESCOLAR. MODALIDADE DE CESSÃO : Mediante Ressarcimento. VIGÊNCIA: A partir da publicação do resumo do ato de cessão do servidor no Diário Oficial do Estado e como termo final a data de 31 de dezembro de 2029. ASSINANTES: Pela Secretaria de Estado de Educação - SEDU/ Ana Costa Souza - Prefeitura Municipal de Domingos Martins/ES/ Rafael Carvalho da Silva - Unidade de Recursos Humanos - SES - Carlos Ferreira da Cruz.","10","51"
